Desc	Orthogroup	Arabidopsis_thaliana	Avena_sativa	Brachypodium_distachyon	Hordeum_vulgare	Oryza_sativa	Sorghum_bicolor	Triticum_aestivum	Triticum_turgidum	Zea_mays
n/a	OG0000582	1	0	6	5	2	6	13	4	8
n/a	OG0000583	0	4	2	8	1	2	12	6	4
n/a	OG0000584	0	13	4	9	1	1	4	4	0
n/a	OG0000585	0	6	7	7	7	4	6	6	3
n/a	OG0000586	4	4	5	4	4	5	4	4	20
n/a	OG0000587	1	6	4	7	3	4	8	5	4
n/a	OG0000588	4	3	2	6	5	6	8	8	4
n/a	OG0000589	2	3	5	0	5	9	9	8	3
n/a	OG0000590	1	8	5	7	5	4	6	4	4
n/a	OG0000591	0	4	6	9	2	2	8	8	2
n/a	OG0000592	0	5	5	7	4	4	9	6	2
n/a	OG0000593	0	18	1	0	13	1	0	2	0
n/a	OG0000594	0	7	2	8	4	0	8	8	0
n/a	OG0000595	0	7	4	0	10	11	4	4	8
n/a	OG0000596	0	0	0	0	0	0	7	27	0
n/a	OG0000597	8	2	3	21	2	5	7	4	3
n/a	OG0000598	5	4	6	6	5	5	6	6	6
n/a	OG0000599	2	4	5	8	4	2	10	4	1
n/a	OG0000601	4	5	3	4	3	4	8	6	5
n/a	OG0000602	5	6	4	6	4	5	6	6	5
n/a	OG0000603	5	8	2	2	3	1	8	6	1
n/a	OG0000604	5	9	1	5	0	1	7	6	2
n/a	OG0000605	1	5	4	6	7	3	8	8	1
n/a	OG0000606	2	6	3	5	4	7	6	4	8
n/a	OG0000608	0	8	3	6	2	0	8	8	0
n/a	OG0000609	0	8	6	4	5	4	8	3	1
n/a	OG0000610	0	4	2	8	6	6	9	5	2
n/a	OG0000611	5	8	5	5	2	6	5	2	6
n/a	OG0000612	1	2	27	7	5	6	1	3	11
n/a	OG0000613	2	5	2	10	5	3	6	8	2
n/a	OG0000614	2	7	4	6	5	5	5	4	8
n/a	OG0000615	0	6	6	4	6	7	5	6	5
n/a	OG0000616	0	6	5	7	0	1	9	8	0
n/a	OG0000617	0	1	0	14	4	6	9	6	6
n/a	OG0000618	3	6	4	5	7	9	5	4	3
n/a	OG0000619	1	6	4	8	3	6	6	6	3
n/a	OG0000620	14	3	3	5	3	11	5	4	4
n/a	OG0000621	9	3	3	7	6	6	7	6	1
n/a	OG0000622	3	4	4	4	5	5	3	4	21
n/a	OG0000623	2	4	10	6	3	2	7	6	3
n/a	OG0000624	3	5	6	5	4	5	6	6	4
n/a	OG0000625	0	4	0	57	0	0	1	0	0
n/a	OG0000626	0	4	4	6	5	10	4	4	16
n/a	OG0000627	0	5	0	4	1	4	10	8	1
n/a	OG0000628	0	21	9	0	0	0	0	0	0
n/a	OG0000629	0	6	2	6	2	3	8	8	1
n/a	OG0000630	0	5	6	5	8	5	5	9	1
n/a	OG0000631	0	7	9	6	6	2	7	4	0
n/a	OG0000632	0	6	3	7	10	4	5	6	1
n/a	OG0000633	0	11	0	4	1	1	7	7	0
n/a	OG0000634	0	4	3	28	0	0	7	5	0
n/a	OG0000635	0	1	13	4	2	1	8	14	0
n/a	OG0000636	3	3	0	34	17	0	0	3	0
n/a	OG0000637	8	4	4	5	3	4	6	6	6
n/a	OG0000638	1	7	2	7	2	3	6	6	3
n/a	OG0000639	4	4	4	4	4	4	7	6	5
n/a	OG0000640	2	4	5	5	5	8	5	4	11
n/a	OG0000642	2	6	3	2	6	3	7	6	4
n/a	OG0000643	1	5	2	7	4	5	7	6	3
n/a	OG0000644	1	2	6	3	3	9	9	6	5
n/a	OG0000645	0	20	1	6	0	0	1	1	0
n/a	OG0000646	0	5	6	12	4	5	3	9	3
n/a	OG0000647	0	0	0	44	0	0	6	4	0
n/a	OG0000648	0	0	0	70	0	0	0	0	1
n/a	OG0000649	1	4	5	10	4	5	6	6	4
n/a	OG0000650	5	4	4	6	3	6	6	6	4
n/a	OG0000651	3	4	4	4	5	6	4	4	16
n/a	OG0000652	1	3	4	5	2	7	7	8	5
n/a	OG0000653	0	23	1	1	0	0	0	0	0
n/a	OG0000654	0	4	1	8	0	0	11	8	0
n/a	OG0000655	0	10	1	14	5	3	0	8	1
n/a	OG0000656	0	2	4	12	4	1	9	6	4
n/a	OG0000657	0	0	4	37	21	7	0	0	0
n/a	OG0000658	6	4	7	4	8	7	4	2	7
n/a	OG0000660	4	4	5	6	5	6	5	4	8
n/a	OG0000661	2	5	5	5	5	6	5	4	6
n/a	OG0000662	2	6	5	0	5	6	7	6	3
n/a	OG0000663	4	4	3	6	12	3	5	4	6
n/a	OG0000664	3	7	2	3	3	10	4	4	6
n/a	OG0000665	9	5	3	5	3	8	4	4	8
n/a	OG0000666	2	5	6	5	4	5	5	5	8
n/a	OG0000667	8	5	4	6	6	4	4	4	5
n/a	OG0000668	1	4	5	5	5	6	6	6	5
n/a	OG0000669	2	5	5	6	3	5	5	5	7
n/a	OG0000670	0	8	5	6	1	1	6	7	0
n/a	OG0000671	0	6	3	1	3	1	7	8	3
n/a	OG0000672	0	6	6	1	1	2	8	9	0
n/a	OG0000673	0	5	3	7	4	6	6	4	7
n/a	OG0000674	0	4	4	9	1	7	8	5	3
n/a	OG0000676	3	7	3	8	4	3	5	4	3
n/a	OG0000677	2	7	6	5	3	4	5	5	4
n/a	OG0000678	2	2	2	12	2	2	7	8	3
n/a	OG0000679	2	6	4	5	4	5	5	4	6
n/a	OG0000680	3	5	4	5	4	7	5	5	4
n/a	OG0000681	1	2	2	8	2	3	9	8	3
n/a	OG0000682	4	5	3	6	6	4	4	5	8
n/a	OG0000683	5	6	2	5	3	3	3	9	3
n/a	OG0000684	0	3	0	1	42	0	0	8	0
n/a	OG0000685	0	5	4	7	3	8	4	2	14
n/a	OG0000686	0	5	1	2	3	2	7	12	0
n/a	OG0000687	0	3	5	8	1	1	11	5	0
n/a	OG0000688	0	3	2	8	1	2	8	10	3
n/a	OG0000689	0	0	0	0	0	0	1	33	0
n/a	OG0000690	1	2	0	13	0	0	11	8	0
n/a	OG0000691	5	7	4	4	3	3	5	4	4
n/a	OG0000692	3	5	5	5	4	4	5	5	6
n/a	OG0000693	3	4	5	5	4	6	5	5	7
n/a	OG0000694	2	7	4	5	5	4	5	4	3
n/a	OG0000695	1	3	4	5	11	2	6	8	2
n/a	OG0000696	2	6	5	4	4	3	5	6	6
n/a	OG0000697	0	14	2	3	0	0	5	3	0
n/a	OG0000698	0	4	4	1	3	7	10	4	3
n/a	OG0000699	0	4	5	2	1	0	11	7	0
n/a	OG0000700	0	6	2	5	1	13	6	5	1
n/a	OG0000701	0	6	0	8	0	0	8	8	0
n/a	OG0000702	0	8	3	4	5	3	6	6	0
n/a	OG0000703	1	5	4	5	3	4	6	6	7
n/a	OG0000705	6	4	3	6	4	6	5	6	3
n/a	OG0000706	6	0	5	5	7	6	5	4	13
n/a	OG0000707	3	5	5	5	4	4	5	4	5
n/a	OG0000708	65	0	0	0	0	1	0	0	0
n/a	OG0000709	1	2	0	2	1	0	11	12	0
n/a	OG0000710	4	5	5	5	6	5	5	4	5
n/a	OG0000711	1	4	5	5	4	5	5	4	10
n/a	OG0000712	3	2	3	3	2	5	8	7	6
n/a	OG0000714	0	22	0	0	0	0	0	0	0
n/a	OG0000715	0	5	2	4	7	6	7	6	1
n/a	OG0000716	0	5	3	8	3	1	7	8	1
n/a	OG0000717	0	10	4	6	4	4	4	2	3
n/a	OG0000718	0	6	4	2	4	10	6	2	5
n/a	OG0000719	0	3	2	8	1	4	7	9	1
n/a	OG0000720	0	0	0	51	0	0	3	3	0
n/a	OG0000721	3	4	4	5	2	6	5	4	9
n/a	OG0000722	4	3	3	6	3	3	7	6	4
n/a	OG0000723	6	4	3	7	1	2	6	6	4
n/a	OG0000724	1	4	5	5	5	6	5	6	4
n/a	OG0000725	9	4	4	4	4	4	5	4	4
n/a	OG0000726	3	5	5	6	2	4	5	6	4
n/a	OG0000727	1	8	2	8	0	1	6	5	1
n/a	OG0000728	0	2	0	56	3	0	0	0	0
n/a	OG0000729	0	7	3	11	2	5	1	10	1
n/a	OG0000730	0	7	4	5	5	5	4	4	2
n/a	OG0000732	0	6	2	5	6	2	5	4	6
n/a	OG0000733	0	1	6	9	2	3	6	9	4
n/a	OG0000734	2	4	5	5	6	5	5	5	3
n/a	OG0000735	5	4	5	4	5	5	5	6	2
n/a	OG0000736	9	5	5	4	6	5	5	2	2
n/a	OG0000737	4	6	3	5	1	5	6	2	5
n/a	OG0000738	4	8	3	3	2	1	5	6	1
n/a	OG0000739	4	7	3	5	4	5	4	4	3
n/a	OG0000740	4	5	4	10	3	4	3	4	6
n/a	OG0000741	1	6	5	4	7	3	4	4	4
n/a	OG0000742	5	5	5	4	2	5	4	4	9
n/a	OG0000743	1	4	6	6	5	5	5	5	4
n/a	OG0000744	4	6	2	3	3	8	4	4	6
n/a	OG0000745	1	4	2	5	4	4	7	4	5
n/a	OG0000746	1	4	5	5	5	5	6	6	2
n/a	OG0000747	1	5	2	6	5	3	6	6	3
n/a	OG0000748	0	4	5	3	9	5	6	4	3
n/a	OG0000749	0	2	4	7	1	4	9	6	4
n/a	OG0000750	0	5	2	7	6	5	5	5	2
n/a	OG0000751	0	4	1	8	0	0	9	9	0
n/a	OG0000752	0	5	4	6	6	10	4	4	4
n/a	OG0000753	0	4	4	9	20	0	3	5	1
n/a	OG0000754	0	5	6	4	1	2	10	2	2
n/a	OG0000755	0	6	2	4	1	2	7	8	2
n/a	OG0000756	0	4	3	4	2	2	7	8	3
n/a	OG0000757	0	0	4	2	9	18	5	5	7
n/a	OG0000759	0	0	0	0	0	0	9	18	0
n/a	OG0000760	0	6	5	6	3	9	4	4	1
n/a	OG0000761	0	0	1	47	4	0	0	1	8
n/a	OG0000762	1	5	5	6	4	5	5	4	4
n/a	OG0000763	5	2	2	6	2	7	6	6	6
n/a	OG0000764	1	4	4	4	4	4	5	4	11
n/a	OG0000765	3	4	4	5	3	5	5	5	5
n/a	OG0000766	8	4	3	3	4	3	6	4	1
n/a	OG0000767	1	6	4	4	1	6	5	4	4
n/a	OG0000768	2	5	4	6	4	4	5	4	5
n/a	OG0000769	2	4	4	5	9	2	6	5	3
n/a	OG0000770	2	8	2	4	2	5	5	2	4
n/a	OG0000771	3	7	5	6	2	4	4	4	2
n/a	OG0000772	1	5	4	4	4	6	5	4	6
n/a	OG0000773	2	5	5	6	4	2	6	6	2
n/a	OG0000774	1	7	2	1	1	2	8	4	1
n/a	OG0000775	2	4	7	0	1	1	7	6	6
n/a	OG0000776	0	21	0	0	1	0	0	0	0
n/a	OG0000777	0	4	5	6	2	2	11	2	0
n/a	OG0000778	0	5	2	1	7	5	6	7	0
n/a	OG0000780	0	7	4	5	5	1	7	4	0
n/a	OG0000781	0	4	13	6	15	2	3	2	2
n/a	OG0000782	0	4	1	8	18	4	4	3	3
n/a	OG0000783	0	6	4	7	2	1	6	6	0
n/a	OG0000784	0	9	2	3	1	7	5	4	1
n/a	OG0000785	0	0	0	18	0	0	11	6	0
n/a	OG0000786	2	2	5	0	0	0	7	4	21
n/a	OG0000787	14	4	2	5	2	2	5	4	3
n/a	OG0000788	1	4	2	8	5	3	5	7	3
n/a	OG0000789	2	4	3	7	3	3	6	5	6
n/a	OG0000790	4	4	4	4	6	4	3	4	12
n/a	OG0000791	2	4	4	9	5	5	4	4	6
n/a	OG0000792	7	5	4	4	4	4	5	4	3
n/a	OG0000793	1	4	4	5	3	4	6	5	6
n/a	OG0000794	1	8	0	2	0	0	6	8	0
n/a	OG0000795	3	5	5	3	4	6	4	4	8
n/a	OG0000796	6	3	3	4	7	2	6	5	3
n/a	OG0000797	1	4	4	7	3	3	8	4	2
n/a	OG0000798	2	5	3	4	2	3	6	6	2
n/a	OG0000799	0	6	1	1	9	2	1	12	1
n/a	OG0000800	0	4	3	2	4	2	8	8	2
n/a	OG0000801	0	20	1	0	0	0	0	0	0
n/a	OG0000802	0	5	3	2	2	1	7	8	0
n/a	OG0000803	0	2	5	7	6	2	7	6	1
n/a	OG0000804	0	7	4	5	2	3	4	7	1
n/a	OG0000805	0	4	6	5	0	2	10	4	2
n/a	OG0000806	0	7	2	6	3	5	5	4	1
n/a	OG0000807	0	2	3	2	3	3	9	9	0
n/a	OG0000808	0	0	0	61	0	0	0	0	0
n/a	OG0000809	3	4	5	5	6	5	4	4	5
n/a	OG0000810	3	0	6	7	5	5	6	6	3
n/a	OG0000811	4	5	5	3	5	5	5	3	3
n/a	OG0000812	5	6	3	3	5	3	4	4	4
n/a	OG0000813	2	4	3	5	2	3	6	6	4
n/a	OG0000814	6	4	3	5	1	2	5	6	6
n/a	OG0000815	2	4	4	5	3	5	5	5	4
n/a	OG0000816	1	4	5	0	4	4	5	6	7
n/a	OG0000817	1	4	2	6	4	4	6	6	3
n/a	OG0000818	1	5	3	5	2	3	6	5	3
n/a	OG0000819	2	5	3	5	2	4	6	3	7
n/a	OG0000820	1	1	5	1	16	3	3	2	21
n/a	OG0000821	1	4	2	7	0	1	8	6	0
n/a	OG0000822	0	8	3	5	4	2	5	4	0
n/a	OG0000823	0	8	5	1	4	7	3	4	1
n/a	OG0000824	0	6	3	3	4	4	4	3	11
n/a	OG0000825	0	9	3	3	6	3	4	4	0
n/a	OG0000826	0	5	1	0	6	10	5	2	8
n/a	OG0000827	0	10	3	3	2	2	4	4	1
n/a	OG0000828	0	6	4	6	4	6	4	6	1
n/a	OG0000829	0	5	2	2	8	2	6	5	3
n/a	OG0000830	0	8	3	3	3	1	6	4	1
n/a	OG0000831	0	6	7	6	2	2	6	3	3
n/a	OG0000832	0	4	6	8	2	5	5	6	2
n/a	OG0000833	0	6	3	4	3	3	6	5	2
n/a	OG0000834	0	3	5	7	6	3	6	6	1
n/a	OG0000835	3	4	4	4	5	4	4	6	3
n/a	OG0000836	1	0	1	1	1	1	1	1	51
n/a	OG0000837	2	8	5	3	4	3	4	2	5
n/a	OG0000838	2	4	5	5	5	5	4	4	6
n/a	OG0000839	3	5	4	4	5	4	4	4	4
n/a	OG0000840	2	4	4	5	5	4	5	4	6
n/a	OG0000841	2	6	2	9	2	2	5	5	1
n/a	OG0000842	1	5	5	4	4	3	5	5	4
n/a	OG0000843	1	6	3	3	4	3	5	5	3
n/a	OG0000844	0	6	3	0	1	4	4	6	12
n/a	OG0000845	0	6	3	3	3	1	7	6	0
n/a	OG0000846	0	3	5	5	1	13	6	4	2
n/a	OG0000847	0	13	4	1	2	4	3	0	2
n/a	OG0000848	0	7	2	5	3	3	5	4	2
n/a	OG0000849	0	0	0	6	0	0	9	14	0
n/a	OG0000850	6	4	5	4	1	3	6	4	3
n/a	OG0000851	4	3	4	6	5	4	5	4	4
n/a	OG0000852	3	3	3	6	3	3	6	6	4
n/a	OG0000853	3	2	3	3	1	8	6	6	6
n/a	OG0000854	6	4	3	4	4	4	5	4	6
n/a	OG0000855	1	5	4	4	5	4	4	4	6
n/a	OG0000856	3	5	2	7	2	4	5	4	3
n/a	OG0000857	3	4	5	4	3	5	4	4	6
n/a	OG0000858	1	6	5	5	7	4	4	2	3
n/a	OG0000859	4	3	4	5	6	9	4	2	6
n/a	OG0000860	0	4	11	1	31	1	0	0	2
n/a	OG0000861	0	4	1	3	3	1	7	9	0
n/a	OG0000862	0	15	0	12	0	0	0	0	0
n/a	OG0000863	0	13	0	1	8	2	0	0	8
n/a	OG0000864	0	3	3	4	3	4	8	5	2
n/a	OG0000865	0	7	6	3	0	1	6	6	0
n/a	OG0000866	0	5	5	6	0	4	5	4	4
n/a	OG0000867	0	3	2	5	1	4	6	8	3
n/a	OG0000868	0	3	1	3	0	1	8	10	0
n/a	OG0000869	0	10	8	4	4	2	3	2	0
n/a	OG0000870	0	7	3	0	0	0	8	6	0
n/a	OG0000871	0	4	3	5	12	3	4	6	2
n/a	OG0000872	0	0	3	2	0	7	1	0	45
n/a	OG0000873	0	0	0	0	0	0	13	10	0
n/a	OG0000874	4	1	4	5	3	4	7	5	5
n/a	OG0000875	1	0	2	6	1	2	9	8	2
n/a	OG0000876	1	5	4	4	4	4	4	4	8
n/a	OG0000877	2	5	4	4	2	5	5	4	4
n/a	OG0000878	1	1	0	6	0	0	11	8	0
n/a	OG0000879	2	4	4	4	5	5	4	4	7
n/a	OG0000880	4	4	4	5	4	4	5	5	2
n/a	OG0000881	11	4	3	4	3	5	3	4	5
n/a	OG0000882	2	5	2	8	3	2	5	4	4
n/a	OG0000883	4	4	5	6	2	4	4	4	7
n/a	OG0000884	2	3	4	3	6	8	4	4	5
n/a	OG0000885	1	4	2	8	2	4	7	4	1
n/a	OG0000886	2	5	2	6	1	6	6	4	3
n/a	OG0000887	7	3	1	3	3	1	7	6	0
n/a	OG0000888	3	4	4	4	6	4	4	3	7
n/a	OG0000889	1	2	3	2	2	3	3	3	27
n/a	OG0000890	0	6	2	4	11	4	5	2	0
n/a	OG0000891	0	3	1	5	6	1	8	6	0
n/a	OG0000892	0	14	3	2	4	0	2	0	0
n/a	OG0000893	0	3	5	5	5	7	5	4	4
n/a	OG0000894	2	4	3	4	3	6	4	4	6
n/a	OG0000895	2	3	5	4	3	4	5	4	6
n/a	OG0000896	1	3	5	5	4	6	5	4	4
n/a	OG0000897	6	4	4	4	4	5	4	4	3
n/a	OG0000898	3	4	5	3	3	3	4	6	4
n/a	OG0000899	1	5	0	0	0	0	8	8	0
n/a	OG0000900	5	3	4	5	2	2	7	4	1
n/a	OG0000901	2	6	4	4	6	3	4	4	3
n/a	OG0000902	3	4	4	4	3	4	4	4	7
n/a	OG0000903	3	3	3	5	4	3	4	6	4
n/a	OG0000904	1	3	3	8	2	3	5	6	3
n/a	OG0000905	2	5	2	5	2	2	5	6	2
n/a	OG0000906	1	4	4	0	4	4	5	4	7
n/a	OG0000907	1	1	5	0	1	0	8	12	0
n/a	OG0000908	0	8	3	3	2	5	3	4	2
n/a	OG0000909	0	6	2	4	0	3	5	6	3
n/a	OG0000910	0	5	5	4	2	0	8	4	0
n/a	OG0000911	0	2	10	6	1	3	5	5	4
n/a	OG0000912	0	2	7	15	0	0	7	3	0
n/a	OG0000913	0	8	0	2	1	0	5	6	2
n/a	OG0000914	0	11	3	12	0	1	2	0	0
n/a	OG0000915	0	6	9	0	1	6	4	4	4
n/a	OG0000916	0	5	2	3	1	2	7	6	2
n/a	OG0000917	0	7	2	0	2	0	7	6	0
n/a	OG0000918	0	6	3	7	2	3	5	2	3
n/a	OG0000919	0	5	0	1	0	0	8	9	0
n/a	OG0000920	0	11	1	11	6	0	1	1	1
n/a	OG0000921	0	4	0	3	0	0	8	10	0
n/a	OG0000923	5	5	4	4	3	4	4	4	4
n/a	OG0000924	2	2	6	4	6	7	3	4	10
n/a	OG0000925	3	7	4	4	3	4	3	2	4
n/a	OG0000926	1	4	2	2	1	2	8	6	1
n/a	OG0000927	2	4	4	2	2	9	3	3	11
n/a	OG0000928	6	3	3	4	3	4	4	4	7
n/a	OG0000929	1	2	4	6	5	7	4	4	8
n/a	OG0000930	1	5	4	4	3	5	4	4	5
n/a	OG0000931	2	3	6	3	4	4	3	3	13
n/a	OG0000932	6	5	1	1	0	2	5	6	1
n/a	OG0000933	2	4	3	5	3	5	5	4	3
n/a	OG0000934	1	4	4	4	7	3	5	5	2
n/a	OG0000935	2	4	5	4	3	5	4	4	5
n/a	OG0000936	3	4	4	4	3	4	4	4	4
n/a	OG0000937	2	3	3	4	4	4	3	3	16
n/a	OG0000938	1	7	4	4	2	1	4	4	1
n/a	OG0000939	2	3	1	6	1	1	7	4	5
n/a	OG0000940	0	8	3	2	1	0	6	4	0
n/a	OG0000941	0	7	1	1	8	4	4	4	2
n/a	OG0000943	0	5	2	2	2	3	5	7	1
n/a	OG0000945	0	3	2	29	0	0	1	2	7
n/a	OG0000946	0	4	3	0	2	3	5	10	3
n/a	OG0000947	0	7	1	6	2	1	5	3	2
n/a	OG0000948	0	5	2	7	0	0	7	6	0
n/a	OG0000949	0	4	4	3	4	6	5	4	5
n/a	OG0000950	0	1	3	3	4	9	3	12	2
n/a	OG0000951	4	3	3	4	1	3	4	6	8
n/a	OG0000952	4	4	4	4	3	4	4	4	4
n/a	OG0000953	3	4	4	5	4	4	4	3	5
n/a	OG0000954	4	4	3	4	3	4	4	4	7
n/a	OG0000955	1	0	4	3	4	8	5	6	8
n/a	OG0000956	2	4	4	4	3	4	4	4	6
n/a	OG0000957	1	4	3	4	4	4	4	4	8
n/a	OG0000958	2	4	3	9	3	3	4	4	2
n/a	OG0000959	4	4	3	4	5	4	4	4	4
n/a	OG0000960	2	4	4	4	3	4	4	4	6
n/a	OG0000961	5	4	3	3	3	3	4	4	5
n/a	OG0000962	1	5	3	5	2	2	5	5	1
n/a	OG0000963	4	3	3	5	1	1	6	6	2
n/a	OG0000964	2	3	4	2	5	4	1	2	20
n/a	OG0000965	3	6	3	4	3	3	5	3	2
n/a	OG0000966	1	4	7	2	4	9	2	2	10
n/a	OG0000967	1	4	1	4	7	9	4	3	3
n/a	OG0000969	0	6	1	3	7	2	5	4	1
n/a	OG0000970	0	7	2	5	2	8	3	4	1
n/a	OG0000971	0	6	4	5	1	2	4	4	2
n/a	OG0000972	0	4	2	4	9	4	4	4	3
n/a	OG0000973	0	3	3	3	3	5	5	6	6
n/a	OG0000974	0	2	3	0	1	4	8	6	5
n/a	OG0000975	0	3	1	3	1	11	5	2	10
n/a	OG0000976	0	2	4	7	2	3	6	7	2
n/a	OG0000978	0	1	0	51	0	0	0	0	0
n/a	OG0000979	7	0	11	15	5	7	0	4	1
n/a	OG0000980	3	4	4	4	4	4	3	4	5
n/a	OG0000981	3	5	4	4	4	4	3	4	4
n/a	OG0000982	4	4	4	4	5	3	3	4	6
n/a	OG0000983	3	4	4	4	3	4	4	4	4
n/a	OG0000984	1	4	4	3	3	4	3	4	11
n/a	OG0000985	5	5	1	4	3	6	4	4	1
n/a	OG0000986	2	6	3	4	3	3	4	4	2
n/a	OG0000987	2	4	3	4	4	4	4	6	1
n/a	OG0000988	2	4	4	4	3	3	4	4	7
n/a	OG0000989	2	2	2	6	2	2	5	9	2
n/a	OG0000990	1	4	5	4	4	4	4	3	5
n/a	OG0000991	0	4	1	0	12	5	5	4	1
n/a	OG0000992	0	3	4	4	3	5	5	4	4
n/a	OG0000993	0	5	2	3	2	0	6	7	0
n/a	OG0000994	0	3	2	8	1	1	7	6	1
n/a	OG0000995	0	7	8	7	2	2	2	2	5
n/a	OG0000996	0	1	2	6	8	2	4	9	1
n/a	OG0000997	0	4	3	5	4	5	3	3	8
n/a	OG0000998	0	4	8	3	2	3	6	3	2
n/a	OG0000999	0	7	4	4	1	2	5	4	0
n/a	OG0001000	0	3	3	5	0	2	7	6	2
n/a	OG0001001	0	3	4	4	3	2	6	6	2
n/a	OG0001002	0	3	2	4	1	4	6	7	2
n/a	OG0001003	0	0	1	52	0	0	0	0	0
n/a	OG0001004	4	3	5	7	4	4	3	3	5
n/a	OG0001005	4	3	3	4	4	4	5	4	3
n/a	OG0001006	2	4	2	5	2	2	5	4	3
n/a	OG0001007	10	3	2	4	2	5	4	4	3
n/a	OG0001008	3	4	2	4	7	3	3	4	3
n/a	OG0001009	5	5	2	6	1	3	3	4	3
n/a	OG0001010	2	2	1	3	7	6	4	4	9
n/a	OG0001011	1	2	4	6	4	6	5	4	4
n/a	OG0001012	3	4	3	4	3	3	4	4	5
n/a	OG0001013	1	3	1	3	18	5	3	3	2
n/a	OG0001014	4	3	5	5	3	6	5	3	2
n/a	OG0001015	3	4	3	5	2	5	4	4	5
n/a	OG0001016	1	3	5	4	0	2	3	3	16
n/a	OG0001017	3	4	4	4	3	2	4	4	4
n/a	OG0001018	1	4	5	5	2	2	4	4	5
n/a	OG0001019	0	7	5	1	2	3	6	2	0
n/a	OG0001020	0	6	7	2	4	0	2	8	0
n/a	OG0001021	0	4	1	2	4	4	5	4	7
n/a	OG0001022	0	4	5	4	0	0	7	4	0
n/a	OG0001024	0	4	0	0	1	9	6	6	1
n/a	OG0001025	0	7	1	3	3	4	4	4	0
n/a	OG0001026	0	4	5	5	7	2	3	6	1
n/a	OG0001027	0	2	4	6	3	2	7	6	2
n/a	OG0001028	0	2	9	2	3	0	7	6	0
n/a	OG0001030	2	4	4	4	4	5	3	4	4
n/a	OG0001031	1	3	7	3	1	7	5	4	1
n/a	OG0001032	1	3	3	5	2	3	4	6	5
n/a	OG0001033	5	4	4	3	3	3	4	4	3
n/a	OG0001034	6	1	1	3	3	3	2	2	21
n/a	OG0001035	3	3	2	4	2	3	5	5	5
n/a	OG0001036	4	4	3	4	5	3	4	4	3
n/a	OG0001037	2	4	5	4	4	4	4	2	6
n/a	OG0001038	3	3	3	5	3	2	4	4	4
n/a	OG0001039	3	4	4	4	1	3	4	5	4
n/a	OG0001040	4	4	4	3	2	3	4	4	5
n/a	OG0001041	2	4	4	6	2	3	4	4	3
n/a	OG0001042	1	3	4	5	1	4	5	6	3
n/a	OG0001043	2	4	5	4	3	3	4	4	4
n/a	OG0001044	3	3	3	3	4	3	5	4	3
n/a	OG0001045	1	4	5	4	4	4	3	4	5
n/a	OG0001046	2	4	4	4	2	4	4	3	8
n/a	OG0001047	2	5	3	5	4	4	4	2	3
n/a	OG0001048	2	5	4	7	2	4	3	3	5
n/a	OG0001049	1	4	4	4	3	4	4	4	4
n/a	OG0001050	2	3	3	3	3	3	3	3	14
n/a	OG0001051	1	3	2	3	3	4	6	5	3
n/a	OG0001052	1	5	3	7	3	4	4	2	3
n/a	OG0001053	1	3	2	3	2	2	6	6	4
n/a	OG0001054	1	3	3	4	5	4	4	4	4
n/a	OG0001055	1	3	7	5	4	5	3	2	8
n/a	OG0001056	0	7	3	4	5	3	4	2	2
n/a	OG0001057	0	9	5	0	7	3	3	1	0
n/a	OG0001058	0	5	2	5	2	1	6	4	2
n/a	OG0001059	0	6	0	2	2	6	6	1	2
n/a	OG0001060	0	9	1	16	2	0	1	2	0
n/a	OG0001061	0	15	1	0	0	0	2	0	0
n/a	OG0001062	0	6	11	3	2	1	4	2	1
n/a	OG0001063	0	2	1	8	3	3	5	4	8
n/a	OG0001064	0	4	2	5	1	1	5	7	2
n/a	OG0001065	0	8	2	2	5	1	3	3	1
n/a	OG0001066	0	1	1	6	0	0	9	8	0
n/a	OG0001067	0	2	0	5	0	1	10	5	0
n/a	OG0001068	3	4	3	4	3	3	4	4	4
n/a	OG0001069	1	4	4	4	3	4	4	4	3
n/a	OG0001070	4	4	3	4	4	3	4	4	3
n/a	OG0001071	2	6	1	4	1	1	0	8	8
n/a	OG0001072	1	1	3	1	4	2	2	14	2
n/a	OG0001073	7	3	3	3	2	5	4	4	3
n/a	OG0001074	3	3	3	3	5	3	4	4	7
n/a	OG0001075	5	3	4	3	3	6	3	3	7
n/a	OG0001076	6	5	2	3	6	2	4	1	2
n/a	OG0001078	1	4	3	5	2	4	4	4	2
n/a	OG0001079	4	3	3	3	2	12	3	2	4
n/a	OG0001080	1	4	4	3	2	4	4	4	5
n/a	OG0001081	1	5	6	4	1	2	4	4	3
n/a	OG0001082	2	4	5	5	3	3	4	4	3
n/a	OG0001083	1	4	4	3	3	3	4	5	3
n/a	OG0001084	0	4	5	1	3	3	4	6	2
n/a	OG0001085	0	4	3	4	2	5	6	3	0
n/a	OG0001086	0	16	2	0	0	0	0	0	0
n/a	OG0001087	0	6	3	2	0	0	4	6	4
n/a	OG0001088	0	3	3	5	1	4	5	5	5
n/a	OG0001089	0	7	2	4	1	2	5	4	0
n/a	OG0001091	0	3	3	0	5	4	5	6	0
n/a	OG0001092	0	5	4	2	3	3	4	4	2
n/a	OG0001093	0	3	3	4	1	4	6	6	3
n/a	OG0001094	0	3	6	4	3	4	5	4	2
n/a	OG0001095	0	4	4	3	5	4	4	4	3
n/a	OG0001096	0	1	4	6	2	2	7	4	3
