Family ID	0.0751699	0.612281	2.31255	
OG0000024	1.2697e-86	4.46108e-42	4.38003e-24	
OG0000027	5.02754e-131	3.4314e-72	1.4568e-43	
OG0000032	3.60479e-76	2.75588e-41	7.90168e-26	
OG0000035	9.16242e-59	1.36564e-30	1.23582e-19	
OG0000036	1.71747e-72	4.88406e-36	1.46902e-22	
OG0000038	4.73785e-60	1.19281e-31	4.03462e-20	
OG0000044	1.19984e-203	7.4608e-119	1.47578e-72	
OG0000046	5.74297e-97	1.9081e-50	1.28634e-28	
OG0000050	4.40802e-67	5.63318e-37	1.02527e-22	
OG0000051	3.03332e-84	5.34973e-45	1.56303e-26	
OG0000055	1.08501e-73	5.43661e-43	1.60751e-26	
OG0000056	2.40131e-110	6.94911e-56	9.93111e-32	
OG0000063	4.35909e-63	2.51069e-35	5.43883e-22	
OG0000067	1.3991e-56	2.38012e-30	7.52254e-19	
OG0000069	2.21257e-58	5.68925e-31	7.8714e-20	
OG0000070	1.56667e-40	4.26412e-24	6.9087e-17	
OG0000071	1.30969e-39	6.87692e-22	4.67404e-15	
OG0000073	3.68968e-54	2.74806e-27	4.71417e-19	
OG0000074	5.84497e-63	2.38815e-37	2.05773e-24	
OG0000075	2.74914e-47	2.68857e-26	2.33136e-17	
OG0000077	5.79897e-45	5.91991e-25	1.1466e-16	
OG0000080	1.11621e-49	9.25098e-28	7.88243e-18	
OG0000082	2.18733e-50	6.68968e-28	1.12255e-18	
OG0000083	2.33022e-50	2.60657e-27	3.41146e-17	
OG0000092	3.45793e-50	3.89203e-29	1.05566e-19	
OG0000094	5.26247e-78	4.54053e-39	1.07604e-23	
OG0000096	1.01886e-60	3.99771e-34	9.83744e-21	
OG0000099	1.37647e-58	1.11245e-35	4.09258e-23	
OG0000102	1.19348e-116	1.59977e-63	1.1078e-38	
OG0000105	4.80581e-37	2.12576e-23	7.14106e-17	
OG0000106	1.54944e-42	2.71236e-24	1.16977e-16	
OG0000121	6.75846e-83	1.67984e-50	4.04683e-33	
OG0000128	1.15109e-35	7.29449e-22	1.06192e-15	
OG0000129	1.95268e-71	2.90573e-43	8.80949e-30	
OG0000130	1.81002e-41	3.13647e-25	4.6693e-17	
OG0000136	3.23566e-56	9.70889e-36	4.83442e-24	
OG0000137	7.91366e-56	2.46864e-33	6.47119e-23	
OG0000138	1.20414e-196	4.49796e-114	3.42713e-66	
OG0000142	2.27778e-32	2.86775e-20	5.57716e-15	
OG0000144	1.53382e-35	6.34647e-21	5.10364e-15	
OG0000145	1.16996e-60	5.86665e-38	1.73938e-25	
OG0000146	3.12429e-54	2.39203e-33	6.20495e-22	
OG0000147	1.20787e-176	8.69284e-107	4.87135e-67	
OG0000148	2.92699e-34	1.07701e-23	7.1128e-18	
OG0000149	7.5676e-59	1.60042e-35	2.0778e-22	
OG0000150	1.57059e-40	1.19936e-23	1.21205e-15	
OG0000152	2.58859e-56	8.75955e-38	6.59912e-28	
OG0000153	2.33633e-97	4.19599e-61	6.17726e-39	
OG0000154	3.66385e-46	1.82252e-28	6.48692e-19	
OG0000156	1.10666e-53	2.43887e-29	2.57757e-18	
OG0000159	2.7462e-54	1.90669e-32	2.29503e-21	
OG0000165	9.50678e-74	1.73783e-41	1.49117e-24	
OG0000166	4.73813e-21	1.1847e-13	7.34203e-12	
OG0000168	7.40047e-45	4.88995e-27	1.48754e-17	
OG0000169	8.91249e-42	5.2948e-26	6.52861e-18	
OG0000170	0	4.14501e-206	3.52245e-132	
OG0000174	4.64397e-67	3.34595e-38	4.02687e-24	
OG0000177	1.11087e-65	1.07202e-39	1.64945e-25	
OG0000178	1.80874e-173	4.41415e-111	1.53635e-73	
OG0000182	2.1579e-62	1.43736e-34	5.76924e-21	
